hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
the key point of the algorithm seems to be the initialization and there is no discussion on this part comparison with the literature on k-means initialization .,i think that this is a good paper on a timely subject the estimation of centres in a gaussian mixture model the streaming setting and the theoretical guarantees obtained on a non-convex optimisation problem are all very interesting .,positive,negative,0,-2,0,-2,0,-2,0,-2,TRUE
the link between this approach and rl-based expected reward maximization is also made clear by the paper the paper is a superbly written account of a simple idea that appears to work very well .,lastly as the paper 's idea is separate from deep learning i am not sure that connecting it to deep learning architectures helps to clarify its ideas .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the log-likelihood results are quite strong especially given that most of the competitive algorithms are based on continuous latent variables .,the whole package becomes a bit entangled and complex and it is hard to figure out what causes the claimed good performance .,negative,positive,0,0,0,0,0,-2,0,-2,FALSE
the main area of concern with this paper is the experiment section .,revision the authors added many references to prior work to the paper and did some additional experiments that certainly improved the quality .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
the main concern with this paper is the poor clarity of exposition .,comments the organization of the paper is good and the flow is generally clear .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the main critique i have is that the work seems incomplete and does not show great empirical results which makes this work a much weaker contribution .,the paper is well written and the methods and experiments are convincing .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the main innovation of this algorithm is that it can provide scalable online inference while the current interior point methods may not run online due to the lack of warm-start .,while the method appears robust and fast i have some reservation as to the motivation for the algorithm .,negative,positive,0,-1,0,-1,0,-3,0,1,FALSE
the main issue with the paper is its clarity many notations are used without explanation or used abusively hence i can not understand their main equations in equation 1 could you explain what do you mean by q z|x is defined as one hot,- the paper is well-written and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the main problem with this paper is that there is little explanation of how and why the two new elements aforementioned are leading to such better results .,pros - the proposed approach demonstrates strong performance on fb15k dataset .,positive,negative,0,0,0,0,0,0,0,0,TRUE
the main weakness in my view is the writeup .,figures and tables are well-representative of the result .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the majority of technical work is an almost direct adaptation of 1 and the paper does not seem to offer a significantly novel approach for the analysis of structured prediction problems .,the paper is clear and makes an interesting contribution .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the method is clear and the idea of using softmax to get a convex combination of the vertices of the v-representation to guarantee constraint satisfaction is reasonable .,i had hard time following the method and i its not clear how the neural network is modified and how backpropagation is performed with the contraints .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the method is clear and the idea of using softmax to get a convex combination of the vertices of the v-representation to guarantee constraint satisfaction is reasonable .,i would like authors to address the following points in the rebuttal - i do not understand the procedure of the proposed method .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the method is clearly written and the idea looks original .,one point however the revisions seem somewhat rushed due to the many typos and grammatical errors in the updated sections .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the method is novel and tested on multiple audio classification datasets and results show a good compression ratio with a negligible accuracy drop .,the idea of tying weights in the neural network in order to compress the model is not entirely new .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the model has a great number of parameters .,could you explain how the copy mechanism could be incorporated into the proposed model,negative,positive,0,-1,0,-1,0,1,0,0,FALSE
